RegionID,SizeRank,RegionName,RegionType,StateName,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30,2022-10-31,2022-11-30,2022-12-31,2023-01-31,2023-02-28,2023-03-31,2023-04-30,2023-05-31,2023-06-30,2023-07-31,2023-08-31,2023-09-30,2023-10-31,2023-11-30,2023-12-31,2024-01-31,2024-02-29,2024-03-31,2024-04-30,2024-05-31,2024-06-30,2024-07-31,2024-08-31,2024-09-30,2024-10-31,2024-11-30,2024-12-31,2025-01-31,2025-02-28,2025-03-31,2025-04-30,2025-05-31,2025-06-30,2025-07-31,2025-08-31,2025-09-30,2025-10-31,2025-11-30
394563,281,"Elizabethtown, KY",msa,KY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292450.5
394685,289,"Homosassa Springs, FL",msa,FL,,,,,,,,,,,,,,,,,,,,,,,,213750.0,162000.0,170456.0,169945.0,187400.0,179900.0,172450.0,196000.0,193350.0,196000.0,237700.0,236850.0,190990.0,183450.0,190848.0,199900.0,200000.0,219700.0,219900.0,229200.0,264900.0,234400.0,229950.0,237500.0,229900.0,230100.0,243000.0,249995.0,269900.0,262450.0,284900.0,284900.0,295000.0,289952.5,278000.0,280356.5,287500.0,284900.0,275000.0,272000.0,287300.0,273995.0,269990.0,282299.0,284090.0,285000.0,288450.0,280194.0,294990.0,279950.0,257000.0,256500.0,275000.0,280398.0,273500.0,282050.0,276000.0,277000.0,280995.0,290900.0,294000.0,269990.0,269950.0,281245.0,272450.0,280500.0,275000.0,280990.0,281000.0,265000.0,283745.0,275645.0
395182,300,"Valdosta, GA",msa,GA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304500.0
395036,303,"Rocky Mount, NC",msa,NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225000.0,244000.0,201000.0,165000.0,239900.0,270000.0,283750.0,263750.0,292000.0,288250.0,,252700.0,253000.0,255000.0,270250.0,264950.0,293900.0,262250.0,297000.0,306000.0,307000.0,266000.0,279750.0,262950.0,276750.0,308950.0,295000.0,316500.0,320490.0,305500.0,330000.0,300000.0,294250.0,310000.0,310000.0,295990.0,309000.0,335750.0,332480.0,320000.0,347500.0,325000.0,300000.0,300000.0,325000.0,340575.0,290675.0,313457.5,354472.5,321000.0,314945.0,339670.0,339900.0,314000.0,320665.0,327990.0,337600.0
395232,308,"Winchester, VA",msa,VA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476347.0,418520.0,432140.0,434490.0,401412.5,450000.0,447668.0,489990.0,500000.0,485990.0,430270.0,455000.0,489955.0,440000.0,449990.0,462943.5,506190.0,464250.0,419990.0,449990.0,460000.0,450000.0,423930.0,451000.0,477674.5,468999.5,454999.5,491999.0,479990.0,447495.0,449990.0,474994.5,458995.0
395139,314,"Sumter, SC",msa,SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264900.0,268000.0,317000.0,272150.0,278490.0,269400.0,282450.0,322450.0
395094,319,"Sherman, TX",msa,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390485.0,376250.0,336637.5,346500.0,303623.5,316085.0,427000.0,343539.5,360080.5,397605.0,411264.5,367010.5,477500.0,456272.0,385919.0,375296.5,358495.0,336072.5,342192.5,341990.0,355000.0,439000.0,395125.0,376995.0,387990.0,347526.5,396364.0,339940.0,379990.0,356097.5,350000.0,411895.0,405000.0,379854.5,400000.0,426140.0,420000.0,382495.0,352677.5,360000.0,329900.0,408750.0,358085.5,352490.0,370000.0,359900.0,346625.0,372400.0,349995.0,335879.0,395000.0
395153,329,"The Villages, FL",msa,FL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307307.5,303625.0,299990.0,297130.0
394474,334,"Cleveland, TN",msa,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,243900.0,238950.0,215675.0,250000.0,244000.0,252000.0,251837.5,263525.0,262000.0,260937.5,195000.0,277255.0,269900.0,287800.0,263425.0,281900.0,278665.0,260000.0,281485.0,280690.0,310000.0,302450.0,282325.0,299220.0,310725.0,329900.0,358677.0,332900.0,355000.0,379610.0,330902.5,366980.0,306190.0,325877.5,350077.5,298095.0,341795.0,289900.0,374500.0,360000.0,299900.0,343500.0,283000.0,332450.0,290000.0,329900.0,313776.5,305571.0,366900.0,341724.0,358509.5,351209.0,313395.0,349882.0,352709.0,377500.0,335209.0,246750.0,365000.0,372000.0,286450.0,319900.0,357190.0,299107.5,341150.0,352389.5,320000.0,334950.0,305000.0
395128,338,"Staunton, VA",msa,VA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396322.5
